Ensembl Protein ID	Ensembl Transcript ID	Ensembl Gene ID	Associated Gene Name
ENSRNOP00000057087	ENSRNOT00000060339	ENSRNOG00000042127	
ENSRNOP00000057088	ENSRNOT00000060340	ENSRNOG00000039379	RGD1562963
ENSRNOP00000057091	ENSRNOT00000060343	ENSRNOG00000012516	C7
ENSRNOP00000057095	ENSRNOT00000060347	ENSRNOG00000027025	Arap3
ENSRNOP00000057100	ENSRNOT00000060353	ENSRNOG00000039383	Fam71f2
ENSRNOP00000057102	ENSRNOT00000060355	ENSRNOG00000023403	Gtpbp3
ENSRNOP00000057104	ENSRNOT00000060357	ENSRNOG00000042119	RGD1564212
ENSRNOP00000057108	ENSRNOT00000060362	ENSRNOG00000039388	Prrt4
ENSRNOP00000057110	ENSRNOT00000060366	ENSRNOG00000028541	Btnl2
ENSRNOP00000057113	ENSRNOT00000060370	ENSRNOG00000022599	Ints1
ENSRNOP00000057119	ENSRNOT00000060376	ENSRNOG00000042327	Mroh2b
ENSRNOP00000057121	ENSRNOT00000060378	ENSRNOG00000039398	Tesb
ENSRNOP00000057123	ENSRNOT00000060380	ENSRNOG00000048328	
ENSRNOP00000057129	ENSRNOT00000060386	ENSRNOG00000039404	
ENSRNOP00000057130	ENSRNOT00000060387	ENSRNOG00000039405	Prss29
ENSRNOP00000057133	ENSRNOT00000060389	ENSRNOG00000000446	Btnl7
ENSRNOP00000057136	ENSRNOT00000060392	ENSRNOG00000039408	
ENSRNOP00000057138	ENSRNOT00000060394	ENSRNOG00000047304	Btnl5
ENSRNOP00000057140	ENSRNOT00000060396	ENSRNOG00000046567	
ENSRNOP00000057144	ENSRNOT00000060399	ENSRNOG00000047855	
ENSRNOP00000057148	ENSRNOT00000060403	ENSRNOG00000014481	Adtrp
ENSRNOP00000057149	ENSRNOT00000060404	ENSRNOG00000039417	Dda1
ENSRNOP00000057153	ENSRNOT00000060408	ENSRNOG00000006056	Asap2
ENSRNOP00000057155	ENSRNOT00000060410	ENSRNOG00000008741	Camsap2
ENSRNOP00000057157	ENSRNOT00000060412	ENSRNOG00000023140	Pnldc1
ENSRNOP00000057161	ENSRNOT00000060417	ENSRNOG00000019618	Hdac3
ENSRNOP00000057163	ENSRNOT00000060419	ENSRNOG00000030312	Bend6
ENSRNOP00000057164	ENSRNOT00000060420	ENSRNOG00000046840	
ENSRNOP00000057168	ENSRNOT00000060424	ENSRNOG00000039432	Trav5-4
ENSRNOP00000057171	ENSRNOT00000060427	ENSRNOG00000039434	Olfr1507
ENSRNOP00000057172	ENSRNOT00000060428	ENSRNOG00000039435	Olr1644
ENSRNOP00000057176	ENSRNOT00000060432	ENSRNOG00000019688	Diap1
ENSRNOP00000057177	ENSRNOT00000060433	ENSRNOG00000019688	Diap1
ENSRNOP00000057180	ENSRNOT00000060436	ENSRNOG00000039439	
ENSRNOP00000057181	ENSRNOT00000060437	ENSRNOG00000047738	Olr1642
ENSRNOP00000057183	ENSRNOT00000060439	ENSRNOG00000047787	Olr1641
ENSRNOP00000057186	ENSRNOT00000060442	ENSRNOG00000017485	Cd72
ENSRNOP00000057187	ENSRNOT00000060443	ENSRNOG00000048885	
ENSRNOP00000057188	ENSRNOT00000060444	ENSRNOG00000001253	Eif3b
ENSRNOP00000057190	ENSRNOT00000060446	ENSRNOG00000039445	
ENSRNOP00000057193	ENSRNOT00000060448	ENSRNOG00000033981	Pate2
ENSRNOP00000057197	ENSRNOT00000060452	ENSRNOG00000012486	Prim2
ENSRNOP00000057199	ENSRNOT00000060454	ENSRNOG00000039447	Pate4
ENSRNOP00000057200	ENSRNOT00000060455	ENSRNOG00000039448	Olr1076
ENSRNOP00000057201	ENSRNOT00000060456	ENSRNOG00000039449	Olr1075
ENSRNOP00000057203	ENSRNOT00000060459	ENSRNOG00000019986	Pot1
ENSRNOP00000057205	ENSRNOT00000060461	ENSRNOG00000039454	Pcdhgb7
ENSRNOP00000057207	ENSRNOT00000060463	ENSRNOG00000024218	
ENSRNOP00000057209	ENSRNOT00000060465	ENSRNOG00000027463	Adamts3
ENSRNOP00000057210	ENSRNOT00000060466	ENSRNOG00000039455	
ENSRNOP00000057211	ENSRNOT00000060467	ENSRNOG00000012488	Rab2b
ENSRNOP00000057212	ENSRNOT00000060468	ENSRNOG00000039457	
ENSRNOP00000057214	ENSRNOT00000060470	ENSRNOG00000039459	
ENSRNOP00000057216	ENSRNOT00000060472	ENSRNOG00000039461	Pcdhga3
ENSRNOP00000057219	ENSRNOT00000060475	ENSRNOG00000039463	Pcdhga1
ENSRNOP00000057220	ENSRNOT00000060476	ENSRNOG00000039464	Tmem229a
ENSRNOP00000057222	ENSRNOT00000060478	ENSRNOG00000039466	Hyal5
ENSRNOP00000057227	ENSRNOT00000060484	ENSRNOG00000039469	Pcdhb19
ENSRNOP00000057234	ENSRNOT00000060492	ENSRNOG00000039473	Ccdc152
ENSRNOP00000057236	ENSRNOT00000060494	ENSRNOG00000006365	Asb15
ENSRNOP00000057237	ENSRNOT00000060495	ENSRNOG00000011809	RPGRIP1
ENSRNOP00000057239	ENSRNOT00000060497	ENSRNOG00000039476	Pcdhb2
ENSRNOP00000057241	ENSRNOT00000060499	ENSRNOG00000004449	E2f6
ENSRNOP00000057242	ENSRNOT00000060500	ENSRNOG00000026120	Fam8a1
ENSRNOP00000057243	ENSRNOT00000060501	ENSRNOG00000026175	
ENSRNOP00000057245	ENSRNOT00000060503	ENSRNOG00000026175	
ENSRNOP00000057248	ENSRNOT00000060506	ENSRNOG00000039480	
ENSRNOP00000057253	ENSRNOT00000060511	ENSRNOG00000039481	
ENSRNOP00000057256	ENSRNOT00000060514	ENSRNOG00000011621	Hnrnpc
ENSRNOP00000057257	ENSRNOT00000060515	ENSRNOG00000050800	Hnrnpc
ENSRNOP00000057260	ENSRNOT00000060518	ENSRNOG00000016353	Nim1
ENSRNOP00000057262	ENSRNOT00000060519	ENSRNOG00000039487	
ENSRNOP00000057263	ENSRNOT00000060520	ENSRNOG00000039488	
ENSRNOP00000057264	ENSRNOT00000060521	ENSRNOG00000039489	Tmem253
ENSRNOP00000057269	ENSRNOT00000060527	ENSRNOG00000017889	Serac1
ENSRNOP00000057271	ENSRNOT00000060530	ENSRNOG00000039494	Aass
ENSRNOP00000057275	ENSRNOT00000060535	ENSRNOG00000002878	Afm
ENSRNOP00000057279	ENSRNOT00000060539	ENSRNOG00000039500	Rnase13
ENSRNOP00000057283	ENSRNOT00000060543	ENSRNOG00000008779	Kcnj1
ENSRNOP00000057287	ENSRNOT00000060548	ENSRNOG00000039504	5830473C10Rik
ENSRNOP00000057289	ENSRNOT00000060550	ENSRNOG00000026564	Ptpdc1
ENSRNOP00000057290	ENSRNOT00000060551	ENSRNOG00000014711	Meiob
ENSRNOP00000057299	ENSRNOT00000060562	ENSRNOG00000008258	Fnbp1
ENSRNOP00000057305	ENSRNOT00000060568	ENSRNOG00000016779	Fam120a
ENSRNOP00000057310	ENSRNOT00000035746	ENSRNOG00000021772	
ENSRNOP00000057315	ENSRNOT00000060577	ENSRNOG00000039517	Zpld1
ENSRNOP00000057320	ENSRNOT00000060583	ENSRNOG00000039522	E230025N22Rik
ENSRNOP00000057324	ENSRNOT00000060587	ENSRNOG00000006081	RGD1565679
ENSRNOP00000057330	ENSRNOT00000060594	ENSRNOG00000039530	Ccl27
ENSRNOP00000057331	ENSRNOT00000060595	ENSRNOG00000010824	Parp8
ENSRNOP00000057340	ENSRNOT00000060607	ENSRNOG00000000419	C2
ENSRNOP00000057341	ENSRNOT00000060608	ENSRNOG00000001113	Mmd2
ENSRNOP00000057343	ENSRNOT00000060610	ENSRNOG00000039539	
ENSRNOP00000057347	ENSRNOT00000060614	ENSRNOG00000039543	Rnase11
ENSRNOP00000057351	ENSRNOT00000060618	ENSRNOG00000039548	
ENSRNOP00000057354	ENSRNOT00000060621	ENSRNOG00000007853	Prdm10
ENSRNOP00000057374	ENSRNOT00000060641	ENSRNOG00000007474	ST7
ENSRNOP00000057375	ENSRNOT00000060642	ENSRNOG00000039559	Fam219a
ENSRNOP00000057378	ENSRNOT00000060645	ENSRNOG00000039562	GNG5
ENSRNOP00000057381	ENSRNOT00000060648	ENSRNOG00000013220	Hmha1
ENSRNOP00000057391	ENSRNOT00000060660	ENSRNOG00000039574	
ENSRNOP00000057397	ENSRNOT00000060666	ENSRNOG00000039578	
ENSRNOP00000057400	ENSRNOT00000060669	ENSRNOG00000003973	Cyb5r1
ENSRNOP00000057401	ENSRNOT00000060670	ENSRNOG00000039581	
ENSRNOP00000057404	ENSRNOT00000060673	ENSRNOG00000039582	RGD1561161
ENSRNOP00000057414	ENSRNOT00000060683	ENSRNOG00000014287	Stk11
ENSRNOP00000057419	ENSRNOT00000060688	ENSRNOG00000039592	1700066B19Rik
ENSRNOP00000057420	ENSRNOT00000060689	ENSRNOG00000039593	Ecscr
ENSRNOP00000057421	ENSRNOT00000060690	ENSRNOG00000024349	Dos
ENSRNOP00000057422	ENSRNOT00000060691	ENSRNOG00000009015	Nfx1
ENSRNOP00000057423	ENSRNOT00000060692	ENSRNOG00000009015	Nfx1
ENSRNOP00000057426	ENSRNOT00000060695	ENSRNOG00000010125	Skiv2l2
ENSRNOP00000057427	ENSRNOT00000060696	ENSRNOG00000039596	Prob1
ENSRNOP00000057429	ENSRNOT00000060698	ENSRNOG00000015434	Midn
ENSRNOP00000057432	ENSRNOT00000041672	ENSRNOG00000028858	Rbmxrtl
ENSRNOP00000057438	ENSRNOT00000060708	ENSRNOG00000024549	Mum1
ENSRNOP00000057440	ENSRNOT00000060710	ENSRNOG00000003312	Chi3l1
ENSRNOP00000057444	ENSRNOT00000060714	ENSRNOG00000008252	Spink4
ENSRNOP00000057455	ENSRNOT00000060726	ENSRNOG00000012255	Ktn1
ENSRNOP00000057456	ENSRNOT00000060727	ENSRNOG00000012255	Ktn1
ENSRNOP00000057465	ENSRNOT00000060737	ENSRNOG00000039615	4930402K13Rik
ENSRNOP00000057471	ENSRNOT00000060742	ENSRNOG00000024182	4933402J07Rik
ENSRNOP00000057474	ENSRNOT00000060746	ENSRNOG00000039620	
ENSRNOP00000057475	ENSRNOT00000060748	ENSRNOG00000039622	
ENSRNOP00000057478	ENSRNOT00000060751	ENSRNOG00000039624	4930596D02Rik
ENSRNOP00000057480	ENSRNOT00000060753	ENSRNOG00000039627	
ENSRNOP00000057484	ENSRNOT00000060757	ENSRNOG00000019501	Rmnd1
ENSRNOP00000057485	ENSRNOT00000060758	ENSRNOG00000015189	Bbs9
ENSRNOP00000057487	ENSRNOT00000060760	ENSRNOG00000025149	Pkhd1
ENSRNOP00000057489	ENSRNOT00000060762	ENSRNOG00000000857	Msh5
ENSRNOP00000057492	ENSRNOT00000060765	ENSRNOG00000006384	Ddx58
ENSRNOP00000057494	ENSRNOT00000060767	ENSRNOG00000019549	Akap12
ENSRNOP00000057497	ENSRNOT00000060770	ENSRNOG00000039630	Wapal
ENSRNOP00000057498	ENSRNOT00000037368	ENSRNOG00000024008	Cdc25c
ENSRNOP00000057521	ENSRNOT00000060793	ENSRNOG00000039640	Defb17
ENSRNOP00000057529	ENSRNOT00000060802	ENSRNOG00000039649	Lnp1
ENSRNOP00000057530	ENSRNOT00000060803	ENSRNOG00000039650	Defb18
ENSRNOP00000057532	ENSRNOT00000060805	ENSRNOG00000039651	Defb49
ENSRNOP00000057534	ENSRNOT00000060807	ENSRNOG00000002907	Plekha6
ENSRNOP00000057536	ENSRNOT00000060810	ENSRNOG00000011914	Dtnb
ENSRNOP00000057537	ENSRNOT00000060811	ENSRNOG00000033787	Adamtsl5
ENSRNOP00000057544	ENSRNOT00000060818	ENSRNOG00000039656	Abca17
ENSRNOP00000057545	ENSRNOT00000060819	ENSRNOG00000039658	G4
ENSRNOP00000057548	ENSRNOT00000060822	ENSRNOG00000017641	Rnf44
ENSRNOP00000057553	ENSRNOT00000060827	ENSRNOG00000039663	
ENSRNOP00000057557	ENSRNOT00000060832	ENSRNOG00000000851	Bag6
ENSRNOP00000057564	ENSRNOT00000060838	ENSRNOG00000039668	Col8a1
ENSRNOP00000057568	ENSRNOT00000060843	ENSRNOG00000001007	Baiap2l1
ENSRNOP00000057570	ENSRNOT00000060847	ENSRNOG00000010489	Samd4a
ENSRNOP00000057571	ENSRNOT00000060848	ENSRNOG00000020291	Fam35a
ENSRNOP00000057580	ENSRNOT00000060857	ENSRNOG00000003229	Tspan7
ENSRNOP00000057584	ENSRNOT00000060861	ENSRNOG00000039678	Gm813
ENSRNOP00000057588	ENSRNOT00000060865	ENSRNOG00000011956	Aktip
ENSRNOP00000057591	ENSRNOT00000060868	ENSRNOG00000002040	Bmp2k
ENSRNOP00000057592	ENSRNOT00000060869	ENSRNOG00000045930	Olr1560
ENSRNOP00000057594	ENSRNOT00000060871	ENSRNOG00000030515	Nfasc
ENSRNOP00000057595	ENSRNOT00000060872	ENSRNOG00000048827	Olr1563
ENSRNOP00000057597	ENSRNOT00000060874	ENSRNOG00000046622	Olr1557
ENSRNOP00000057600	ENSRNOT00000060877	ENSRNOG00000046886	Olr1553
ENSRNOP00000057602	ENSRNOT00000060880	ENSRNOG00000048047	Olr1549
ENSRNOP00000057606	ENSRNOT00000031496	ENSRNOG00000024597	Zfp488
ENSRNOP00000057610	ENSRNOT00000060888	ENSRNOG00000039698	Prss22
ENSRNOP00000057613	ENSRNOT00000060891	ENSRNOG00000046780	Olr1542
ENSRNOP00000057614	ENSRNOT00000060892	ENSRNOG00000049405	Olr1540
ENSRNOP00000057626	ENSRNOT00000060904	ENSRNOG00000039717	Ipo11
ENSRNOP00000057636	ENSRNOT00000060914	ENSRNOG00000007755	Pm20d2
ENSRNOP00000057644	ENSRNOT00000060924	ENSRNOG00000000987	Ptcd1
ENSRNOP00000057648	ENSRNOT00000060928	ENSRNOG00000016680	Nsd1
ENSRNOP00000057649	ENSRNOT00000060929	ENSRNOG00000039725	Ces1a
ENSRNOP00000057650	ENSRNOT00000060930	ENSRNOG00000039726	
ENSRNOP00000057658	ENSRNOT00000002656	ENSRNOG00000022934	RPS2-PS6
ENSRNOP00000057663	ENSRNOT00000038656	ENSRNOG00000023115	
ENSRNOP00000057665	ENSRNOT00000060943	ENSRNOG00000013128	Tmem179
ENSRNOP00000057684	ENSRNOT00000060962	ENSRNOG00000039740	Cenpk
ENSRNOP00000057689	ENSRNOT00000060969	ENSRNOG00000026604	Cercam
ENSRNOP00000057691	ENSRNOT00000060971	ENSRNOG00000039743	Zdhhc11
ENSRNOP00000057692	ENSRNOT00000060972	ENSRNOG00000050905	Olr1382
ENSRNOP00000057695	ENSRNOT00000060975	ENSRNOG00000039749	1700024G13Rik
ENSRNOP00000057696	ENSRNOT00000060977	ENSRNOG00000014316	Rapgef1
ENSRNOP00000057699	ENSRNOT00000060980	ENSRNOG00000000723	RT1-CE5
ENSRNOP00000057706	ENSRNOT00000060987	ENSRNOG00000048133	Olr1358
ENSRNOP00000057707	ENSRNOT00000060988	ENSRNOG00000039759	Gpr34
ENSRNOP00000057708	ENSRNOT00000060989	ENSRNOG00000039760	Olr1373
ENSRNOP00000057710	ENSRNOT00000060991	ENSRNOG00000039761	OLR1366
ENSRNOP00000057711	ENSRNOT00000060992	ENSRNOG00000039762	Gpr82
ENSRNOP00000057713	ENSRNOT00000060994	ENSRNOG00000048685	Olr1364
ENSRNOP00000057714	ENSRNOT00000060995	ENSRNOG00000047553	Olr1362
ENSRNOP00000057715	ENSRNOT00000060996	ENSRNOG00000014089	Map3k2
ENSRNOP00000057718	ENSRNOT00000060999	ENSRNOG00000000982	Zkscan5
ENSRNOP00000057721	ENSRNOT00000061002	ENSRNOG00000047778	
ENSRNOP00000057724	ENSRNOT00000061005	ENSRNOG00000023431	RGD1561277
ENSRNOP00000057728	ENSRNOT00000061009	ENSRNOG00000008037	Tmed1
ENSRNOP00000057730	ENSRNOT00000061011	ENSRNOG00000014630	Iws1
ENSRNOP00000057733	ENSRNOT00000061014	ENSRNOG00000020193	Runx2
ENSRNOP00000057735	ENSRNOT00000061019	ENSRNOG00000039773	Olr1356
ENSRNOP00000057740	ENSRNOT00000061024	ENSRNOG00000027002	Mast4
ENSRNOP00000057743	ENSRNOT00000061027	ENSRNOG00000050183	RT1-CE1
ENSRNOP00000057745	ENSRNOT00000061029	ENSRNOG00000039777	Ttf1
ENSRNOP00000057748	ENSRNOT00000061032	ENSRNOG00000010720	
ENSRNOP00000057749	ENSRNOT00000061033	ENSRNOG00000007030	Epha7
ENSRNOP00000057753	ENSRNOT00000061036	ENSRNOG00000005938	Gtf3c2
ENSRNOP00000057758	ENSRNOT00000061041	ENSRNOG00000039783	
ENSRNOP00000057764	ENSRNOT00000061047	ENSRNOG00000001628	Pcp4
ENSRNOP00000057770	ENSRNOT00000061054	ENSRNOG00000016021	Lims2
ENSRNOP00000057774	ENSRNOT00000061058	ENSRNOG00000024053	
ENSRNOP00000057779	ENSRNOT00000061063	ENSRNOG00000019656	Btd
ENSRNOP00000057784	ENSRNOT00000061068	ENSRNOG00000039860	
ENSRNOP00000057786	ENSRNOT00000061070	ENSRNOG00000004726	Mapkapk2
ENSRNOP00000057790	ENSRNOT00000061074	ENSRNOG00000016250	Ammecr1l
ENSRNOP00000057796	ENSRNOT00000061079	ENSRNOG00000039808	Isx
ENSRNOP00000057814	ENSRNOT00000061099	ENSRNOG00000020828	Pde4a
ENSRNOP00000057815	ENSRNOT00000061100	ENSRNOG00000020828	Pde4a
ENSRNOP00000057821	ENSRNOT00000061105	ENSRNOG00000039819	RGD1560888
ENSRNOP00000057830	ENSRNOT00000061114	ENSRNOG00000031090	RT1-CE7
ENSRNOP00000057838	ENSRNOT00000061123	ENSRNOG00000039829	Rpp14
ENSRNOP00000057843	ENSRNOT00000061128	ENSRNOG00000005641	FBXL4
ENSRNOP00000057844	ENSRNOT00000061129	ENSRNOG00000039832	GPR12
ENSRNOP00000057847	ENSRNOT00000061132	ENSRNOG00000020416	Zfr2
ENSRNOP00000057854	ENSRNOT00000061139	ENSRNOG00000008782	Pnisr
ENSRNOP00000057855	ENSRNOT00000061140	ENSRNOG00000039837	RGD1563945
ENSRNOP00000057864	ENSRNOT00000061151	ENSRNOG00000014503	Celf4
ENSRNOP00000057871	ENSRNOT00000061157	ENSRNOG00000011815	Sgk1
ENSRNOP00000057872	ENSRNOT00000061158	ENSRNOG00000033261	Fam107a
ENSRNOP00000057873	ENSRNOT00000061159	ENSRNOG00000020577	PIP5K1C
ENSRNOP00000057874	ENSRNOT00000061160	ENSRNOG00000000949	Flt3
ENSRNOP00000057876	ENSRNOT00000061162	ENSRNOG00000002061	Ptpn13
ENSRNOP00000057879	ENSRNOT00000061166	ENSRNOG00000039848	TAF9
ENSRNOP00000057881	ENSRNOT00000061169	ENSRNOG00000007206	4930452B06Rik
ENSRNOP00000057888	ENSRNOT00000061176	ENSRNOG00000026037	Plb1
ENSRNOP00000057893	ENSRNOT00000061181	ENSRNOG00000039851	
ENSRNOP00000057895	ENSRNOT00000061183	ENSRNOG00000018230	Gtf2h2
ENSRNOP00000057899	ENSRNOT00000061185	ENSRNOG00000039856	Lrrc73
ENSRNOP00000057901	ENSRNOT00000061187	ENSRNOG00000012747	Spock1
ENSRNOP00000057905	ENSRNOT00000061191	ENSRNOG00000039858	Mfsd12
ENSRNOP00000057908	ENSRNOT00000061194	ENSRNOG00000039861	4930404N11Rik
ENSRNOP00000057909	ENSRNOT00000061195	ENSRNOG00000033693	Naip6
ENSRNOP00000057913	ENSRNOT00000061199	ENSRNOG00000039862	Cldn12
ENSRNOP00000057915	ENSRNOT00000061201	ENSRNOG00000006641	Dbh
ENSRNOP00000057917	ENSRNOT00000061204	ENSRNOG00000028178	Smim4
ENSRNOP00000057921	ENSRNOT00000061208	ENSRNOG00000003137	Sept12
ENSRNOP00000057922	ENSRNOT00000061209	ENSRNOG00000039869	Taar5
ENSRNOP00000057927	ENSRNOT00000061214	ENSRNOG00000039871	RGD1306063
ENSRNOP00000057928	ENSRNOT00000061215	ENSRNOG00000039870	
ENSRNOP00000057932	ENSRNOT00000061219	ENSRNOG00000004695	Celf5
ENSRNOP00000057936	ENSRNOT00000061224	ENSRNOG00000002167	Dmp1
ENSRNOP00000057940	ENSRNOT00000061229	ENSRNOG00000000921	Ubl3
ENSRNOP00000057942	ENSRNOT00000061231	ENSRNOG00000039876	Hnrnpa0
ENSRNOP00000057944	ENSRNOT00000061233	ENSRNOG00000019282	Ubqln1
ENSRNOP00000057945	ENSRNOT00000061234	ENSRNOG00000015321	Moxd1
ENSRNOP00000057946	ENSRNOT00000061235	ENSRNOG00000039877	Smim11
ENSRNOP00000057947	ENSRNOT00000061236	ENSRNOG00000003019	Ubn1
ENSRNOP00000057948	ENSRNOT00000061237	ENSRNOG00000031458	
ENSRNOP00000057954	ENSRNOT00000061242	ENSRNOG00000005247	Surf1
ENSRNOP00000057958	ENSRNOT00000061246	ENSRNOG00000000905	Tex26
ENSRNOP00000057961	ENSRNOT00000061249	ENSRNOG00000019232	RGD1311345
ENSRNOP00000057964	ENSRNOT00000061252	ENSRNOG00000000904	Wdr95
ENSRNOP00000057965	ENSRNOT00000061253	ENSRNOG00000002917	Sec14l5
ENSRNOP00000057979	ENSRNOT00000061267	ENSRNOG00000039890	Abcg3l3
ENSRNOP00000057982	ENSRNOT00000061270	ENSRNOG00000039891	Gpr114
ENSRNOP00000057983	ENSRNOT00000061271	ENSRNOG00000039892	Olr1185
ENSRNOP00000057988	ENSRNOT00000061276	ENSRNOG00000045801	Abo2
ENSRNOP00000057991	ENSRNOT00000061279	ENSRNOG00000005874	Tle2
ENSRNOP00000057996	ENSRNOT00000061284	ENSRNOG00000039902	Lbh
ENSRNOP00000057998	ENSRNOT00000061286	ENSRNOG00000039903	Gm21976
ENSRNOP00000058007	ENSRNOT00000061294	ENSRNOG00000017381	Itih4
ENSRNOP00000058009	ENSRNOT00000061297	ENSRNOG00000050998	
ENSRNOP00000058011	ENSRNOT00000061299	ENSRNOG00000000787	
ENSRNOP00000058016	ENSRNOT00000061303	ENSRNOG00000008810	NSMF
ENSRNOP00000058017	ENSRNOT00000061304	ENSRNOG00000002012	Donson
ENSRNOP00000058036	ENSRNOT00000061323	ENSRNOG00000039919	Olr1132
ENSRNOP00000058038	ENSRNOT00000061325	ENSRNOG00000050565	Olr1130
ENSRNOP00000058039	ENSRNOT00000061326	ENSRNOG00000039922	Olr1129
ENSRNOP00000058042	ENSRNOT00000061328	ENSRNOG00000039924	Triqk
ENSRNOP00000058043	ENSRNOT00000044295	ENSRNOG00000030845	Olr1126
ENSRNOP00000058046	ENSRNOT00000061330	ENSRNOG00000039925	
ENSRNOP00000058049	ENSRNOT00000061332	ENSRNOG00000012346	Epb41l2
ENSRNOP00000058050	ENSRNOT00000061333	ENSRNOG00000016330	Rbm12b
ENSRNOP00000058054	ENSRNOT00000061337	ENSRNOG00000022032	
ENSRNOP00000058056	ENSRNOT00000031481	ENSRNOG00000043289	
ENSRNOP00000058057	ENSRNOT00000061339	ENSRNOG00000039931	Muc16
ENSRNOP00000058058	ENSRNOT00000061342	ENSRNOG00000022837	Slc25a40
ENSRNOP00000058060	ENSRNOT00000061344	ENSRNOG00000016853	
ENSRNOP00000058061	ENSRNOT00000039803	ENSRNOG00000027014	Spata31d1d
ENSRNOP00000058062	ENSRNOT00000061345	ENSRNOG00000028638	Il10rb
ENSRNOP00000058080	ENSRNOT00000061364	ENSRNOG00000039943	Ubtfl1
ENSRNOP00000058084	ENSRNOT00000061370	ENSRNOG00000039949	Rad54b
ENSRNOP00000058096	ENSRNOT00000061381	ENSRNOG00000048972	
ENSRNOP00000058100	ENSRNOT00000061385	ENSRNOG00000014664	RGD1559904
ENSRNOP00000058101	ENSRNOT00000037259	ENSRNOG00000011855	
ENSRNOP00000058105	ENSRNOT00000061389	ENSRNOG00000039955	Samd3
ENSRNOP00000058108	ENSRNOT00000061391	ENSRNOG00000039954	RGD1308751
ENSRNOP00000058109	ENSRNOT00000061392	ENSRNOG00000042179	Gtl3
ENSRNOP00000058112	ENSRNOT00000061395	ENSRNOG00000030666	RT1-T18
ENSRNOP00000058115	ENSRNOT00000061398	ENSRNOG00000039959	Ctsll3
ENSRNOP00000058119	ENSRNOT00000061402	ENSRNOG00000006649	Thrb
ENSRNOP00000058121	ENSRNOT00000061404	ENSRNOG00000011720	L3mbtl3
ENSRNOP00000058128	ENSRNOT00000061411	ENSRNOG00000039966	
ENSRNOP00000058130	ENSRNOT00000061413	ENSRNOG00000029050	
ENSRNOP00000058133	ENSRNOT00000061415	ENSRNOG00000000790	
ENSRNOP00000058135	ENSRNOT00000061417	ENSRNOG00000039969	Dsc2
ENSRNOP00000058141	ENSRNOT00000061422	ENSRNOG00000039971	Ctla2a
ENSRNOP00000058146	ENSRNOT00000061427	ENSRNOG00000039975	Tpbpa
ENSRNOP00000058149	ENSRNOT00000061430	ENSRNOG00000018232	Srf
ENSRNOP00000058151	ENSRNOT00000061432	ENSRNOG00000039976	Ptk7
ENSRNOP00000058165	ENSRNOT00000061446	ENSRNOG00000001110	N4bp2l1
ENSRNOP00000058174	ENSRNOT00000061455	ENSRNOG00000039985	Ube2a
ENSRNOP00000058186	ENSRNOT00000003174	ENSRNOG00000002333	Olr982
ENSRNOP00000058189	ENSRNOT00000061469	ENSRNOG00000042220	Vsx1
ENSRNOP00000058190	ENSRNOT00000061470	ENSRNOG00000039990	MGC114246
ENSRNOP00000058191	ENSRNOT00000061471	ENSRNOG00000002588	Clec16a
ENSRNOP00000058196	ENSRNOT00000061476	ENSRNOG00000049194	
ENSRNOP00000058202	ENSRNOT00000061482	ENSRNOG00000039997	
ENSRNOP00000058206	ENSRNOT00000061486	ENSRNOG00000040000	Cts8
ENSRNOP00000058212	ENSRNOT00000061493	ENSRNOG00000040005	Ndufa1
ENSRNOP00000058216	ENSRNOT00000061498	ENSRNOG00000012007	Slc38a7
ENSRNOP00000058217	ENSRNOT00000061499	ENSRNOG00000040008	RGD1560927
ENSRNOP00000058218	ENSRNOT00000061500	ENSRNOG00000033159	Prph2
ENSRNOP00000058221	ENSRNOT00000061503	ENSRNOG00000018613	Crip3
ENSRNOP00000058222	ENSRNOT00000061504	ENSRNOG00000016467	Kctd1
ENSRNOP00000058223	ENSRNOT00000061505	ENSRNOG00000011908	Asxl2
ENSRNOP00000058225	ENSRNOT00000061507	ENSRNOG00000018193	Poc5
ENSRNOP00000058231	ENSRNOT00000061513	ENSRNOG00000002376	CLASP1
ENSRNOP00000058233	ENSRNOT00000061515	ENSRNOG00000002376	CLASP1
ENSRNOP00000058234	ENSRNOT00000061516	ENSRNOG00000002376	CLASP1
ENSRNOP00000058240	ENSRNOT00000061522	ENSRNOG00000040020	
ENSRNOP00000058243	ENSRNOT00000061525	ENSRNOG00000040022	
ENSRNOP00000058244	ENSRNOT00000061526	ENSRNOG00000040024	6720489N17Rik
ENSRNOP00000058256	ENSRNOT00000061538	ENSRNOG00000002073	BRDT
ENSRNOP00000058257	ENSRNOT00000061539	ENSRNOG00000040026	Rhox10
ENSRNOP00000058263	ENSRNOT00000061546	ENSRNOG00000040033	Rhox12
ENSRNOP00000058273	ENSRNOT00000061556	ENSRNOG00000047302	Btbd8
ENSRNOP00000058275	ENSRNOT00000061558	ENSRNOG00000021518	Trim31
ENSRNOP00000058286	ENSRNOT00000061569	ENSRNOG00000040040	Ndufaf6
ENSRNOP00000058298	ENSRNOT00000061580	ENSRNOG00000018003	F2rl1
ENSRNOP00000058301	ENSRNOT00000061583	ENSRNOG00000002054	GLMN
ENSRNOP00000058309	ENSRNOT00000061592	ENSRNOG00000040050	
ENSRNOP00000058312	ENSRNOT00000061595	ENSRNOG00000040054	
ENSRNOP00000058315	ENSRNOT00000061598	ENSRNOG00000040057	
